0,214.471191247216,123.825,0
0.008,214.308767181548,124.159820493407,0
0.016,214.168762506778,124.501165246821,0
0.024,214.0509669713,124.847176822423,0
0.032,213.955030525677,125.196079219691,0
0.04,213.880514741702,125.546192574392,0
0.048,213.826886352455,125.895933610662,0
0.056,213.793530079066,126.243819557681,0
0.064,213.779759785558,126.588470343312,0
0.072,213.784828448636,126.928609708821,0
0.08,213.807937454416,127.263065534178,0
0.088,213.84825215882,127.590766288905,0
0.096,213.904890525324,127.910748246503,0
0.104,213.976959694842,128.222140943816,0
0.112,214.063538134686,128.524176853761,0
0.12,214.163698020035,128.816180336846,0
0.128,214.276506023122,129.097567179772,0
0.136,214.401030138617,129.367840125143,0
0.144,214.536343880167,129.626585989038,0
0.152,214.681533328351,129.873468837491,0
0.16,214.835694289449,130.108235158803,0
0.168,214.99795037245,130.330689924187,0
0.176,215.16744155263,130.540711961171,0
0.184,215.343333138359,130.738242231269,0
0.192,215.524819589134,130.923276005487,0
0.2,215.711124674563,131.095861483369,0
0.208,215.901503283279,131.256095289386,0
0.216,216.095242800094,131.404118164426,0
0.224,216.291664128328,131.540110843326,0
0.232,216.490122634387,131.664288307634,0
0.24,216.690007986864,131.776898556337,0
0.248,216.890744528191,131.878221090177,0
0.256,217.091791881171,131.968558604181,0
0.264,217.29264392593,132.048227725483,0
0.272,217.492829161237,132.117578561019,0
0.28,217.691908839124,132.176961352145,0
0.288,217.889478004505,132.226749619427,0
0.296,218.085163539755,132.267323249132,0
0.304,218.278623412327,132.299069555178,0
0.312,218.469546034558,132.322382288916,0
0.32,218.657648784207,132.33765798123,0
0.328,218.842676260036,132.345293095048,0
0.336,219.024402043568,132.345688912876,0
0.344,219.202623867471,132.339241185014,0
0.352,219.377163604448,132.326342359652,0
0.36,219.547866987684,132.307381827327,0
0.368,219.714602647937,132.282744617755,0
0.376,219.877258550821,132.252807137492,0
0.384,220.035743698188,132.217940328754,0
0.392,220.189983282009,132.178504554791,0
0.4,220.339920692259,132.134852831399,0
0.408,220.485516572517,132.087329941055,0
0.416,220.626747042538,132.036271016003,0
0.424,220.763598033397,131.981997997995,0
0.432,220.896072007169,131.924825369738,0
0.44,221.024182083239,131.865056065077,0
0.448,221.147950392704,131.802981375687,0
0.456,221.267413459231,131.738883964503,0
0.464,221.382611935108,131.673033188347,0
0.472,221.493595260395,131.605688121773,0
0.48,221.600421893716,131.537097647102,0
0.488,221.703158280742,131.467500013003,0
0.496,221.801869988372,131.397121422933,0
0.504,221.896634568697,131.326179115703,0
0.512,221.987530294435,131.254879334382,0
0.52,222.074638589296,131.183418420996,0
0.528,222.158047201419,131.111982955738,0
0.536,222.237843343543,131.040749885903,0
0.544,222.314116967627,130.969886949843,0
0.552,222.386961665612,130.899552491203,0
0.56,222.456465881025,130.829897331215,0
0.568,222.522726727811,130.761062283556,0
0.576,222.585837245929,130.693180813169,0
0.584,222.645889588863,130.626378973479,0
0.592,222.702978183075,130.560774318702,0
0.6,222.757193228124,130.496478624819,0
0.608,222.808627625684,130.433595049738,0
0.616,222.857369322709,130.372221965739,0
0.624,222.903507237319,130.31245009351,0
0.632,222.947128502469,130.254363913607,0
0.64,222.988316880246,130.198043023901,0
0.648,223.027152983474,130.143562431699,0
0.656,223.063716284553,130.090991143479,0
0.664,223.098085256595,130.040391777114,0
0.672,223.130333995926,129.991823629061,0
0.68,223.160533831073,129.945341555721,0
0.688,223.188752096676,129.900997439255,0
0.696,223.215054999019,129.85883717085,0
0.704,223.239505908909,129.818902301348,0
0.712,223.262162899024,129.781233310526,0
0.72,223.283080282658,129.745868177691,0
0.728,223.302311729579,129.712838104924,0
0.736,223.319907179074,129.682171405174,0
0.744,223.335910806206,129.653896866482,0
0.752,223.350365027681,129.62803798358,0
0.76,223.363307679457,129.60461723429,0
0.768,223.374773962309,129.583653079735,0
0.776,223.384796604559,129.565159485091,0
0.784,223.393399780402,129.54915668881,0
0.792,223.400606335797,129.53565893814,0
0.8,223.406440573611,129.524668865049,0
0.808,223.410919473256,129.516193373756,0
