0,214.471191247216,123.825,0
0.008,214.041352236141,124.878798837822,0
0.016,213.81933685493,125.959358563414,0
0.024,213.789378571893,127.020425122409,0
0.032,213.929363696583,128.025002976399,0
0.04,214.213456958559,128.945418570297,0
0.048,214.614367048722,129.762720014241,0
0.056,215.10501764058,130.46576229718,0
0.064,215.659867044514,131.050005271625,0
0.072,216.255764815359,131.516258395705,0
0.08,216.872456441769,131.86945448757,0
0.088,217.492808185155,132.117567759194,0
0.096,218.102824665387,132.270559450877,0
0.104,218.691501630425,132.339597448376,0
0.112,219.250572718637,132.336344662064,0
0.12,219.774202327651,132.272453037837,0
0.128,220.258648227468,132.159169120813,0
0.136,220.70190998923,132.007051238489,0
0.144,221.103419569658,131.825811290475,0
0.152,221.463717775806,131.624199291846,0
0.16,221.784195660418,131.409978180097,0
0.168,222.066856151616,131.18993055816,0
0.176,222.31410050422,130.969901635056,0
0.184,222.528575569217,130.754865614354,0
0.192,222.713030520991,130.54899988087,0
0.2,222.870192324958,130.355774446978,0
0.208,223.002697529145,130.178028519993,0
0.216,223.112990534225,130.01807592985,0
0.224,223.203326337799,129.877737592874,0
0.232,223.275664356156,129.758471600937,0
0.24,223.331693202217,129.661383376595,0
0.248,223.372791426009,129.587292083317,0
0.256,223.399999996229,129.536797555403,0
0.264,223.414041894685,129.510264666331,0
0.272,223.417355252984,129.503955432809,0
0.28,223.428766241872,129.482082245608,0
0.288,223.452553388711,129.435747732103,0
0.296,223.488122165599,129.364507951705,0
0.304,223.534551664852,129.267700426317,0
0.312,223.590582470142,129.144443119241,0
0.32,223.654566740254,128.993738132816,0
0.328,223.724468047415,128.814426968507,0
0.336,223.797808281365,128.605325347474,0
0.344,223.871644034301,128.365204985803,0
0.352,223.942522979901,128.092965224269,0
0.36,224.006457867668,127.787689232342,0
0.368,224.058900065129,127.4487742545,0
0.376,224.094722333951,127.076071985948,0
0.384,224.108225025656,126.670065034158,0
0.392,224.093179656271,126.232067843312,0
0.4,224.042854129899,125.764398148605,0
0.408,223.950138605111,125.270639677553,0
