X Position,X Velocity,X Acceleration,X Jerk,Y Position,Y Velocity,Y Acceleration,Y Jerk,Z Position,Z Velocity,Z Acceleration,Z Jerk,,,Initial Conditions,"XYZ = [0, 350, 300]"
0,0,0,0,350,0,0,0,300,0,0,0,,,Acc/Dec time = 2 seconds,
0.004819277,0.6024096385542168,75.30120482,9412.650602409638,350.00240963855424,0.3012048192800876,37.65060241001095,4706.325301251369,300.0048192771084,0.6024096385530697,75.30120481913372,9412.650602391714,,,Steady State time = 1 sec,
0.014457831325301203,1.2048192771084336,75.30120482,0,350.00722891566267,0.6024096385530697,37.65060240912277,-1.11E-07,300.0144578313253,1.2048192771061395,75.30120481913372,0,,,X V_max = 150 m/s,
0.028915662650602407,1.8072289156626504,75.30120482,0,350.01445783132533,0.9036144578331573,37.65060241001095,1.1102230246251565e-07,300.02891566265055,1.8072289156592092,75.30120481913372,0,,,Y V_max = 75 mm/s,
0.048192771084337345,2.4096385542168672,75.30120482,0,350.0240963855422,1.2048192771061395,37.65060240912277,-1.11E-07,300.0481927710843,2.4096385542193843,75.30120482,1.1102230246251565e-07,,,Z V_max = 150 mm/s,
0.072289157,3.0120481927710845,75.30120481927716,7.105427357601002e-12,350.03614457831327,1.506024096386227,37.65060241001095,1.1102230246251565e-07,300.0722891566265,3.012048192772454,75.30120481913372,-1.11E-07,,,,
0.10120481927710842,3.614457831,75.30120481927693,-2.84E-11,350.05060240963854,1.8072289156592092,37.65060240912277,-1.11E-07,300.1012048192771,3.614457831325524,75.30120481913372,0,,,,
0.13493975903614458,4.21686747,75.30120481927749,6.927791673660977e-11,350.06746987951806,2.1084337349392968,37.65060241001095,1.1102230246251565e-07,300.1349397590361,4.2168674698785935,75.30120481913372,0,,,,
0.17349397590361446,4.8192771084337345,75.30120481927682,-8.35E-11,350.0867469879518,2.4096385542193843,37.65060241001095,0,300.17349397590357,4.819277108431663,75.30120481913372,0,,,,
0.21686746987951805,5.421686746987949,75.30120481927682,0,350.10843373493975,2.7108433734923665,37.65060240912277,-1.11E-07,300.21686746987945,5.421686746984733,75.30120481913372,0,,,,
0.2650602409638554,6.024096385542167,75.30120481927726,5.5067062021407764e-11,350.13253012048193,3.012048192772454,37.65060241001095,1.1102230246251565e-07,300.2650602409638,6.024096385544908,75.30120482,1.1102230246251565e-07,,,,
0.31807228915662644,6.626506024096382,75.30120481927682,-5.51E-11,350.1590361445783,3.313253012045436,37.65060240912277,-1.11E-07,300.3180722891566,6.626506024097978,75.30120481913372,-1.11E-07,,,,
0.37590361445783127,7.2289156626506035,75.30120481927771,1.1191048088221578e-10,350.1879518072289,3.614457831325524,37.65060241001095,1.1102230246251565e-07,300.3759036144578,7.228915662651048,75.30120481913372,0,,,,
0.4385542168674698,7.831325301204818,75.30120481927682,-1.12E-10,350.21927710843374,3.9156626506056114,37.65060241001095,0,300.43855421686743,7.831325301204117,75.30120481913372,0,,,,
0.5060240963855421,8.43373494,75.30120481927771,1.1191048088221578e-10,350.2530120481928,4.2168674698785935,37.65060240912277,-1.11E-07,300.5060240963855,8.433734939757187,75.30120481913372,0,,,,
0.5783132530120482,9.036144578313253,75.30120482,-1.26E-10,350.28915662650604,4.518072289158681,37.65060241001095,1.1102230246251565e-07,300.57831325301197,9.036144578310257,75.30120481913372,0,,,,
0.655421687,9.638554216867476,75.30120481927783,1.4033219031261979e-10,350.3277108433735,4.819277108431663,37.65060240912277,-1.11E-07,300.65542168674693,9.638554216870432,75.30120482,1.1102230246251565e-07,,,,
0.7373493975903614,10.240963855421683,75.30120481927582,-2.50E-10,350.3686746987952,5.120481927711751,37.65060241001095,1.1102230246251565e-07,300.7373493975903,10.240963855423502,75.30120481913372,-1.11E-07,,,,
0.8240963855421687,10.843373493975905,75.30120481927783,2.504663143554353e-10,350.41204819277107,5.421686746984733,37.65060240912277,-1.11E-07,300.82409638554213,10.843373493976571,75.30120481913372,0,,,,
0.9156626506024097,11.445783132530126,75.30120482,-2.84E-11,350.4578313253012,5.7228915662648205,37.65060241001095,1.1102230246251565e-07,300.91566265060237,11.445783132529641,75.30120481913372,0,,,,
1.0120481927710845,12.048192771084349,75.30120481927783,2.8421709430404007e-11,350.50602409638554,6.024096385544908,37.65060241001095,0,301.01204819277103,12.04819277108271,75.30120481913372,0,,,,
1.113253012048193,12.650602409638555,75.30120481927582,-2.50E-10,350.5566265060241,6.325301205,37.65060240912277,-1.11E-07,301.1132530120481,12.65060240963578,75.30120481913372,0,,,,
1.219277108433735,13.253012048192764,75.30120481927605,2.8421709430404007e-11,350.6096385542169,6.626506024097978,37.65060241001095,1.1102230246251565e-07,301.2192771084337,13.253012048195956,75.30120482,1.1102230246251565e-07,,,,
1.330120481927711,13.855421686746999,75.30120481927938,4.156675004196586e-10,350.66506024096384,6.927710843,37.65060240912277,-1.11E-07,301.3301204819277,13.855421686749025,75.30120481913372,-1.11E-07,,,,
1.4457831325301207,14.457831325301207,75.30120481927605,-4.16E-10,350.72289156626505,7.228915662651048,37.65060241001095,1.1102230246251565e-07,301.4457831325301,14.457831325302095,75.30120481913372,0,,,,
1.566265060240964,15.060240963855414,75.30120481927582,-2.84E-11,350.7831325301205,7.530120481931135,37.65060241001095,0,301.56626506024094,15.060240963855165,75.30120481913372,0,,,,
1.6915662650602412,15.66265060240965,75.30120482,4.725109192804666e-10,350.84578313253013,7.831325301204117,37.65060240912277,-1.11E-07,301.6915662650602,15.662650602408235,75.30120481913372,0,,,,
